Compound,m.z,Retention.time..min.,Intensity,Mode,Y1-act-11,Y1-qui-try-11,Y1-qui-scr-11,Y2-act-11,Y2-qui-try-11,Y2-qui-scr-11,Y3-act-11,Y3-qui-try-11,Y3-qui-scr-11,O1-act-11,O1-qui-try-11,O1-qui-scr-11,O2-act-11,O2-qui-try-11,O2-qui-scr-11,O3-act-11,O3-qui-try-11,O3-qui-scr-11,Y1-act-8,Y1-qui-8,Y2-act-8,Y2-qui-8,Y3-act-8,Y3-qui-8,O1-act-8,O1-qui-8,O2-act-8,O2-qui-8,O3-act-8,O3-qui-8,Act-Adherent-1,Act-Adherent-2,Act-suspension-1,Act-suspension-2,QC1,QC2,QC3,LipidIon,FattyAcid,Class,IonFormula,RT_LS,mz_LS,mscore,tscore
11.19_740.5244m/z,740.5244,11.19,306078.7299,Accucore_C18_neg,1.9E+05,4.4E+05,8.4E+05,2.3E+05,5.7E+05,8.2E+05,1.4E+05,3.2E+05,6.0E+05,6.0E+04,6.2E+04,2.2E+05,3.3E+05,1.5E+05,3.1E+05,9.9E+04,1.8E+05,2.0E+05,1.2E+05,9.2E+05,2.2E+05,6.6E+05,3.0E+05,7.9E+05,1.1E+05,1.1E+05,3.7E+05,7.0E+05,4.2E+05,3.3E+05,2.2E+05,1.6E+05,3.5E+05,3.3E+05,2.5E+05,1.9E+05,1.7E+05,PE(18:1/18:2)-H,(18:1/18:2),PE,C41 H75 O8 N1 P1,11.22231242,740.5235805,19.36344519,0.34680724
12.67_768.5556m/z,768.5556,12.67,166822.2027,Accucore_C18_neg,1.7E+05,2.1E+05,3.8E+05,1.5E+05,2.7E+05,3.7E+05,1.4E+05,1.7E+05,3.1E+05,1.0E+05,5.2E+04,1.8E+05,2.6E+05,1.1E+05,1.7E+05,9.4E+04,9.3E+04,9.1E+04,6.0E+04,3.6E+05,1.2E+05,2.8E+05,1.5E+05,3.5E+05,7.9E+04,7.4E+04,2.1E+05,2.6E+05,2.7E+05,1.6E+05,1.4E+05,1.2E+05,2.9E+05,2.3E+05,1.4E+05,1.1E+05,8.7E+04,PE(18:1/20:2)-H,(18:1/20:2),PE,C43 H79 O8 N1 P1,12.6690966,768.5548805,20,0.323526288
11.81_790.5339m/z,790.5339,11.81,595968.5139,Accucore_C18_pos,4.8E+05,1.3E+06,1.4E+06,5.3E+05,1.1E+06,1.5E+06,4.6E+05,1.0E+06,1.2E+06,5.2E+05,1.4E+05,5.3E+05,8.4E+05,6.3E+05,6.8E+05,5.2E+05,3.2E+05,4.1E+05,3.5E+05,1.3E+06,4.3E+05,1.4E+06,7.4E+05,1.4E+06,4.2E+05,2.3E+05,1.0E+06,5.4E+05,1.5E+06,4.7E+05,4.5E+05,5.6E+05,7.8E+05,8.5E+05,6.0E+05,6.4E+05,6.4E+05,PE(18:1/20:3)+Na,(18:1/20:3),PE,C43 H78 O8 N1 P1 Na1,11.793073,790.5357285,57.04568462,0.420863415
10.51_788.5176m/z,788.5176,10.51,1253892.036,Accucore_C18_pos,3.1E+05,1.3E+06,1.3E+06,2.5E+05,1.3E+06,1.2E+06,2.8E+05,1.6E+06,1.5E+06,4.4E+05,1.6E+06,1.8E+06,5.3E+05,1.7E+06,1.7E+06,4.1E+05,1.6E+06,1.6E+06,7.9E+05,1.6E+06,6.3E+05,1.5E+06,8.8E+05,1.6E+06,6.5E+05,1.9E+06,5.6E+05,1.6E+06,9.5E+05,1.9E+06,6.7E+05,7.6E+05,4.1E+05,4.7E+05,1.1E+06,1.2E+06,1.2E+06,PE(18:1/20:4)+Na,(18:1/20:4),PE,C43 H76 O8 N1 P1 Na1,10.51779496,788.5200785,57.28154936,0.455962996
10.52_764.5241m/z,764.5241,10.52,10313102.56,Accucore_C18_neg,1.9E+06,1.0E+07,1.8E+07,1.6E+06,1.4E+07,1.8E+07,1.5E+06,1.1E+07,1.7E+07,1.9E+06,1.0E+07,2.0E+07,3.6E+06,1.0E+07,1.6E+07,1.8E+06,1.2E+07,1.2E+07,3.9E+06,2.2E+07,4.7E+06,1.6E+07,6.0E+06,2.0E+07,3.2E+06,1.4E+07,3.3E+06,2.0E+07,7.0E+06,2.0E+07,4.1E+06,3.5E+06,3.4E+06,3.0E+06,7.7E+06,6.2E+06,5.7E+06,PE(18:1/20:4)-H,(18:1/20:4),PE,C43 H75 O8 N1 P1,10.51779496,764.5235805,35.57808578,0.089808279
13.15_794.5706m/z,794.5706,13.15,551343.0119,Accucore_C18_neg,7.2E+05,4.5E+05,8.4E+05,7.5E+05,5.4E+05,8.2E+05,6.5E+05,2.3E+05,4.9E+05,5.8E+05,4.9E+04,1.5E+05,1.4E+06,1.2E+05,1.9E+05,6.3E+05,8.3E+04,1.1E+05,4.8E+05,3.4E+05,8.0E+05,3.1E+05,8.9E+05,3.1E+05,5.6E+05,6.9E+04,1.2E+06,3.6E+05,1.7E+06,2.0E+05,7.8E+05,6.7E+05,1.3E+06,1.1E+06,4.2E+05,3.2E+05,2.9E+05,PE(18:1/22:3)-H,(18:1/22:3),PE,C45 H81 O8 N1 P1,13.171,794.5705305,18.35687607,0.424923429
10.54_814.5334m/z,814.5334,10.54,7528.872101,Accucore_C18_pos,2.0E+04,5.5E+03,6.4E+03,2.5E+03,1.7E+03,0.0E+00,6.2E+03,2.2E+01,2.1E+03,2.6E+04,0.0E+00,0.0E+00,2.0E+04,6.3E+03,0.0E+00,1.8E+04,8.7E+03,5.9E+03,1.4E+05,0.0E+00,7.2E+04,0.0E+00,1.3E+05,0.0E+00,7.2E+04,0.0E+00,1.4E+04,8.8E+03,2.7E+04,2.4E+04,8.4E+04,8.4E+04,2.0E+04,2.4E+04,4.6E+03,1.1E+04,9.8E+03,PE(18:1/22:5)+Na,(18:1/22:5),PE,C45 H78 O8 N1 P1 Na1,10.52229256,814.5357285,24.55176692,1.133348427
10.55_790.5385m/z,790.5385,10.55,396872.7437,Accucore_C18_neg,2.4E+05,4.0E+05,6.5E+05,1.9E+05,5.4E+05,6.7E+05,1.9E+05,3.3E+05,5.2E+05,2.5E+05,1.6E+05,3.8E+05,4.3E+05,2.2E+05,2.9E+05,2.3E+05,4.1E+05,3.9E+05,8.5E+05,1.7E+05,8.4E+05,9.6E+04,1.2E+06,1.5E+05,5.3E+05,9.3E+04,2.9E+05,9.8E+05,7.3E+05,1.0E+06,7.1E+05,6.1E+05,4.1E+05,3.4E+05,3.7E+05,2.9E+05,2.8E+05,PE(18:1/22:5)-H,(18:1/22:5),PE,C45 H77 O8 N1 P1,10.52229256,790.5392305,33.89668843,0.376037697
10.31_790.5395m/z,790.5395,10.31,30008.01481,Accucore_C18_neg,2.9E+03,3.2E+04,2.0E+05,4.2E+02,1.2E+05,1.6E+05,6.3E+02,2.8E+04,1.8E+05,3.8E+03,2.4E+04,3.1E+05,4.7E+03,1.3E+04,1.4E+05,0.0E+00,3.5E+04,4.0E+04,6.6E+03,1.2E+05,1.7E+04,9.0E+04,4.6E+04,1.2E+05,4.7E+02,5.9E+04,7.5E+03,1.8E+05,7.2E+04,1.2E+05,2.6E+03,4.5E+02,1.1E+04,1.0E+04,1.3E+04,3.3E+03,3.5E+03,PE(18:1/22:5)-H,(18:1/22:5),PE,C45 H77 O8 N1 P1,10.52229256,790.5392305,33.89668843,0.376037697
10.06_790.5361m/z,790.5361,10.06,2491741.467,Accucore_C18_pos,4.2E+05,3.4E+06,4.5E+06,2.6E+05,2.8E+06,6.8E+06,3.4E+05,4.4E+06,5.7E+06,6.9E+05,3.4E+06,1.1E+07,1.1E+06,2.3E+06,3.0E+06,6.4E+05,2.7E+06,3.1E+06,1.3E+06,1.1E+07,7.1E+05,7.4E+06,1.2E+06,1.1E+07,8.5E+05,7.6E+06,1.3E+06,6.3E+06,2.3E+06,7.0E+06,7.8E+05,9.5E+05,5.9E+05,7.0E+05,2.1E+06,2.2E+06,2.3E+06,PE(18:1/22:6)+H,(18:1/22:6),PE,C45 H77 O8 N1 P1,10.04587444,790.5381335,36.68128059,0.132259863
10.05_812.5163m/z,812.5163,10.05,175061.3866,Accucore_C18_pos,1.5E+04,2.0E+05,2.3E+05,1.8E+03,1.6E+05,2.9E+05,8.7E+03,3.2E+05,3.2E+05,4.8E+04,3.3E+05,8.6E+05,8.0E+04,1.8E+05,2.5E+05,3.6E+04,2.3E+05,2.6E+05,9.3E+04,7.7E+05,3.7E+04,5.6E+05,8.9E+04,8.0E+05,5.9E+04,6.9E+05,8.5E+04,4.9E+05,1.7E+05,6.1E+05,5.1E+04,6.5E+04,2.4E+04,4.5E+04,1.7E+05,1.8E+05,1.8E+05,PE(18:1/22:6)+Na,(18:1/22:6),PE,C45 H76 O8 N1 P1 Na1,10.04587444,812.5200785,44.86907564,0.067051591
10.06_788.5233m/z,788.5233,10.06,1034249.65,Accucore_C18_neg,2.0E+05,1.1E+06,2.3E+06,1.4E+05,1.5E+06,2.1E+06,1.6E+05,1.4E+06,1.9E+06,2.8E+05,1.6E+06,3.5E+06,5.4E+05,9.2E+05,1.7E+06,2.4E+05,1.3E+06,1.2E+06,5.1E+05,4.5E+06,4.6E+05,3.0E+06,5.8E+05,4.1E+06,3.8E+05,2.6E+06,5.4E+05,3.0E+06,9.2E+05,3.2E+06,4.1E+05,3.2E+05,3.8E+05,3.0E+05,9.4E+05,7.4E+05,6.9E+05,PE(18:1/22:6)-H,(18:1/22:6),PE,C45 H75 O8 N1 P1,10.04587444,788.5235805,26.79673777,0.334263648
15.50_728.5609m/z,728.5609,15.50,730904.9261,Accucore_C18_neg,5.4E+05,1.1E+06,2.1E+06,5.2E+05,1.3E+06,1.9E+06,3.6E+05,8.9E+05,1.4E+06,2.0E+05,6.3E+05,1.7E+06,5.1E+05,7.4E+05,1.2E+06,2.4E+05,7.6E+05,7.3E+05,2.1E+05,1.7E+06,3.8E+05,1.3E+06,4.4E+05,1.7E+06,2.0E+05,8.7E+05,4.3E+05,1.2E+06,9.5E+05,1.1E+06,2.8E+05,2.6E+05,6.8E+05,5.7E+05,5.8E+05,4.6E+05,4.2E+05,PE(18:1e/18:1)-H,(18:1e/18:1),PE,C41 H79 O7 N1 P1,15.50194949,728.5599655,20,2.774079403
11.20_750.5412m/z,750.5412,11.20,13964324.01,Accucore_C18_pos,3.2E+06,2.9E+07,3.3E+07,2.5E+06,2.3E+07,4.4E+07,3.1E+06,2.6E+07,3.2E+07,3.6E+06,1.1E+07,3.3E+07,4.3E+06,1.6E+07,1.8E+07,3.3E+06,1.3E+07,1.6E+07,7.5E+06,3.0E+07,6.2E+06,2.3E+07,1.1E+07,2.9E+07,6.0E+06,2.2E+07,5.5E+06,1.8E+07,1.5E+07,2.0E+07,4.6E+06,5.8E+06,3.7E+06,4.2E+06,1.1E+07,1.2E+07,1.2E+07,PE(18:1e/18:2)+Na| PE(18:1p/20:4)+H,(18:1e/18:2)| (18:1p/20:4),PE| PE,C41 H78 O7 N1 P1 Na1| C43 H77 O7 N1 P1,11.1846681256014| 11.1796155653387,750.54081347| 750.54321847,8.67423659788551| 26.9834067187239,0.90271582543394| 0.36579900350005
13.21_750.5451m/z,750.5451,13.21,1347551.372,Accucore_C18_neg,3.4E+05,2.8E+06,5.1E+06,2.4E+05,3.5E+06,4.7E+06,2.4E+05,2.5E+06,4.1E+06,2.9E+05,1.3E+06,3.2E+06,5.0E+05,1.4E+06,2.3E+06,2.5E+05,1.5E+06,1.4E+06,7.5E+05,3.4E+06,7.9E+05,2.3E+06,9.5E+05,2.9E+06,5.5E+05,2.0E+06,4.7E+05,2.3E+06,1.3E+06,1.8E+06,5.1E+05,4.5E+05,4.4E+05,3.8E+05,1.2E+06,9.6E+05,8.8E+05,PE(18:1e/20:4)-H| PE(18:1e/20:4)-H,(18:1e/20:4)| (18:1e/20:4),PE| PE,C43 H77 O7 N1 P1| C43 H77 O7 N1 P1,13.2169729918548| 13.473,750.54431553| 750.54431553,28.3333333333333| 16.5533784739747,1.80319514359333| 2.15137550278119
16.39_804.5844m/z,804.5844,16.39,15051.8632,Accucore_C18_pos,4.5E+04,1.0E+05,1.0E+05,3.5E+04,2.8E+04,1.5E+05,3.3E+04,1.7E+04,2.9E+04,1.4E+04,2.3E+02,1.6E+03,7.4E+04,6.7E+02,4.9E+02,2.5E+04,1.8E+02,4.7E+02,1.0E+04,5.3E+02,7.5E+03,8.6E+02,4.6E+04,1.1E+03,8.0E+03,2.9E+02,7.0E+04,1.9E+02,2.0E+05,1.4E+02,6.5E+03,3.5E+04,5.7E+04,7.3E+04,9.5E+03,1.2E+04,1.1E+04,PE(18:1e/22:3)+Na,(18:1e/22:3),PE,C45 H84 O7 N1 P1 Na1,16.40656679,804.5877635,8.042589855,2.274040449
16.41_780.5922m/z,780.5922,16.41,240611.829,Accucore_C18_neg,3.8E+05,4.2E+05,6.9E+05,4.0E+05,4.4E+05,6.2E+05,3.2E+05,2.0E+05,3.3E+05,2.3E+05,2.2E+04,1.1E+05,4.7E+05,1.0E+05,1.5E+05,2.3E+05,6.2E+04,6.0E+04,2.0E+05,1.5E+05,3.5E+05,1.2E+05,3.9E+05,1.5E+05,2.2E+05,2.1E+04,4.2E+05,9.8E+04,8.1E+05,8.9E+04,2.9E+05,2.5E+05,5.4E+05,4.7E+05,2.1E+05,1.5E+05,1.5E+05,PE(18:1e/22:3)-H,(18:1e/22:3),PE,C45 H83 O7 N1 P1,16.40656679,780.5912655,20,2.560732278
14.65_802.5692m/z,802.5692,14.65,8736.770478,Accucore_C18_pos,3.7E+03,3.2E+04,4.6E+04,4.6E+03,1.3E+04,5.7E+04,5.4E+03,3.0E+04,2.5E+04,7.3E+03,7.3E+02,4.6E+04,8.1E+03,0.0E+00,4.6E+03,2.1E+03,2.6E+03,4.6E+03,4.2E+04,8.8E+03,1.3E+04,0.0E+00,3.0E+04,2.2E+03,1.5E+04,1.8E+03,1.6E+04,4.7E+03,5.9E+04,1.0E+04,8.7E+03,2.5E+04,6.0E+03,1.1E+04,5.4E+03,3.8E+03,5.5E+03,PE(18:1e/22:4)+Na,(18:1e/22:4),PE,C45 H82 O7 N1 P1 Na1,14.67674582,802.5721135,4.198967864,1.666407079
14.66_778.5763m/z,778.5763,14.66,200340.2169,Accucore_C18_neg,2.0E+05,2.6E+05,4.8E+05,1.6E+05,3.0E+05,4.3E+05,1.4E+05,1.9E+05,3.1E+05,1.4E+05,8.4E+04,2.6E+05,2.8E+05,8.1E+04,1.3E+05,1.2E+05,1.0E+05,1.0E+05,2.9E+05,1.5E+05,2.8E+05,8.4E+04,3.1E+05,1.2E+05,2.2E+05,5.7E+04,2.5E+05,1.9E+05,5.6E+05,1.6E+05,2.3E+05,2.0E+05,2.6E+05,2.3E+05,1.5E+05,1.2E+05,1.0E+05,PE(18:1e/22:4)-H,(18:1e/22:4),PE,C45 H81 O7 N1 P1,14.67674582,778.5756155,18.26159535,1.850852403
13.21_776.5608m/z,776.5608,13.21,249651.955,Accucore_C18_neg,2.1E+05,4.3E+05,8.0E+05,1.4E+05,5.3E+05,7.3E+05,1.4E+05,3.2E+05,5.2E+05,1.4E+05,1.6E+05,4.1E+05,2.1E+05,1.6E+05,2.4E+05,1.1E+05,2.3E+05,2.1E+05,4.6E+05,1.7E+05,4.3E+05,9.0E+04,5.8E+05,1.5E+05,3.0E+05,1.1E+05,1.9E+05,4.0E+05,5.1E+05,4.2E+05,3.1E+05,2.7E+05,2.6E+05,2.1E+05,2.3E+05,1.9E+05,1.5E+05,PE(18:1e/22:5)-H,(18:1e/22:5),PE,C45 H79 O7 N1 P1,13.22630266,776.5599655,34.44605217,1.364132944
12.57_774.5453m/z,774.5453,12.57,613721.2846,Accucore_C18_neg,2.1E+05,9.5E+05,1.8E+06,1.3E+05,1.3E+06,1.7E+06,1.6E+05,1.1E+06,1.7E+06,1.8E+05,6.8E+05,1.7E+06,3.0E+05,6.5E+05,1.0E+06,1.3E+05,5.8E+05,5.3E+05,3.5E+05,1.7E+06,3.9E+05,1.2E+06,4.0E+05,1.5E+06,3.0E+05,1.1E+06,2.6E+05,1.1E+06,6.9E+05,1.0E+06,2.8E+05,2.7E+05,2.6E+05,2.2E+05,5.1E+05,4.0E+05,3.7E+05,PE(18:1e/22:6)-H,(18:1e/22:6),PE,C45 H77 O7 N1 P1,12.56971273,774.5443155,40.02625814,1.641964303
10.94_774.5442m/z,774.5442,10.94,122616.2172,Accucore_C18_neg,4.5E+03,1.3E+05,3.1E+05,5.3E+03,2.2E+05,2.8E+05,0.0E+00,2.1E+05,3.4E+05,2.6E+04,2.6E+05,7.1E+05,1.9E+04,2.3E+05,5.2E+05,4.9E+03,1.1E+05,2.0E+05,1.2E+04,5.3E+05,1.7E+04,3.6E+05,2.0E+04,4.5E+05,4.5E+03,3.9E+05,7.9E+03,2.1E+05,5.0E+04,3.1E+05,8.1E+03,1.5E+04,1.2E+04,7.7E+03,1.1E+05,7.7E+04,8.3E+04,PE(18:1e/22:6)-H,(18:1e/22:6),PE,C45 H77 O7 N1 P1,10.94716515,774.5443155,24.5337022,0.14178405
11.40_674.5102m/z,674.5102,11.40,264235.4414,Accucore_C18_pos,2.7E+05,3.8E+05,5.0E+05,2.3E+05,3.0E+05,6.7E+05,2.3E+05,3.0E+05,4.5E+05,1.2E+05,1.0E+05,4.4E+05,3.4E+05,1.7E+05,2.6E+05,1.8E+05,1.4E+05,2.0E+05,2.1E+05,5.6E+05,1.9E+05,4.2E+05,2.9E+05,6.1E+05,2.1E+05,1.8E+05,5.0E+05,1.2E+05,6.1E+05,1.2E+05,1.7E+05,2.1E+05,2.9E+05,3.4E+05,1.9E+05,2.0E+05,2.2E+05,PE(18:1p/14:0)+H| PE(16:0p/16:1)+H,(18:1p/14:0)| (16:0p/16:1),PE| PE,C37 H73 O7 N1 P1| C37 H73 O7 N1 P1,11.3434316440104| 11.674,674.51191847| 674.51191847,22.2710543752553| 5.49222389740352,1.0690771373652| 1.38775641826061
12.31_688.5257m/z,688.5257,12.31,273553.196,Accucore_C18_pos,1.1E+05,1.4E+06,1.8E+06,7.5E+04,1.0E+06,2.2E+06,7.0E+04,1.0E+06,1.5E+06,1.4E+04,1.8E+05,6.8E+05,8.0E+04,4.6E+05,6.3E+05,3.7E+04,3.3E+05,4.5E+05,4.0E+04,6.1E+05,1.0E+04,5.8E+05,0.0E+00,7.0E+05,3.0E+04,3.5E+05,1.9E+05,5.3E+05,2.1E+05,4.0E+05,7.0E+03,7.8E+03,3.9E+04,5.4E+04,3.1E+05,3.5E+05,3.5E+05,PE(18:1p/15:0)+H,(18:1p/15:0),PE,C38 H75 O7 N1 P1,12.28893194,688.5275685,22.90641659,1.01209109
11.66_700.5260m/z,700.5260,11.66,368855.7556,Accucore_C18_pos,3.6E+05,5.9E+05,8.1E+05,3.8E+05,4.5E+05,1.2E+06,3.1E+05,5.1E+05,7.4E+05,2.3E+05,6.3E+04,4.2E+05,4.6E+05,1.3E+05,2.4E+05,2.6E+05,1.3E+05,2.1E+05,2.6E+05,8.3E+05,2.9E+05,5.6E+05,4.5E+05,7.8E+05,3.0E+05,1.2E+05,6.9E+05,2.4E+05,1.1E+06,1.9E+05,2.6E+05,3.4E+05,4.1E+05,5.2E+05,3.0E+05,3.1E+05,3.2E+05,PE(18:1p/16:1)+H,(18:1p/16:1),PE,C39 H75 O7 N1 P1,11.6274432,700.5275685,25.54856878,0.636566004
11.35_700.5261m/z,700.5261,11.35,772103.7226,Accucore_C18_pos,2.5E+05,1.2E+06,1.4E+06,2.6E+05,8.9E+05,1.9E+06,2.3E+05,9.6E+05,1.2E+06,1.6E+05,4.9E+05,1.8E+06,4.1E+05,8.1E+05,1.1E+06,2.0E+05,7.3E+05,9.0E+05,1.4E+05,1.6E+06,1.7E+05,1.4E+06,3.3E+05,2.0E+06,2.5E+05,1.0E+06,6.5E+05,1.2E+06,1.1E+06,1.3E+06,1.8E+05,2.3E+05,3.3E+05,3.9E+05,5.3E+05,5.8E+05,5.9E+05,PE(18:1p/16:1)+H| PE(18:1p/16:1)+H,(18:1p/16:1)| (18:1p/16:1),PE| PE,C39 H75 O7 N1 P1| C39 H75 O7 N1 P1,11.3212010501525| 11.6274431970601,700.52756847| 700.52756847,38.8920318768617| 25.5485687757682,0.371318670166717| 0.63656600350005
13.63_716.5573m/z,716.5573,13.63,11297.10976,Accucore_C18_pos,3.8E+03,2.2E+05,2.9E+05,1.7E+03,1.5E+05,4.0E+05,1.0E+03,1.5E+05,2.2E+05,0.0E+00,5.2E+02,2.8E+04,2.6E+03,1.7E+04,3.1E+04,0.0E+00,5.7E+03,9.0E+03,5.4E+02,1.1E+05,0.0E+00,9.2E+04,0.0E+00,1.0E+05,0.0E+00,1.5E+04,1.4E+04,6.9E+04,3.9E+04,3.9E+04,0.0E+00,0.0E+00,0.0E+00,1.7E+03,2.1E+04,1.9E+04,2.3E+04,PE(18:1p/17:0)+H,(18:1p/17:0),PE,C40 H79 O7 N1 P1,13.609,716.5588685,13.26230416,1.260568633
12.25_714.5417m/z,714.5417,12.25,913449.5652,Accucore_C18_pos,2.6E+04,3.6E+06,4.4E+06,1.7E+04,2.7E+06,5.7E+06,1.1E+04,2.7E+06,3.8E+06,6.8E+02,6.6E+05,2.2E+06,3.9E+03,1.7E+06,2.1E+06,4.5E+03,1.2E+06,1.5E+06,2.1E+03,1.5E+06,0.0E+00,1.7E+06,0.0E+00,2.0E+06,4.3E+03,1.4E+06,3.8E+04,2.4E+06,1.0E+05,2.2E+06,0.0E+00,3.9E-02,2.3E+03,5.8E+03,8.7E+05,9.4E+05,9.4E+05,PE(18:1p/17:1)+H,(18:1p/17:1),PE,C40 H77 O7 N1 P1,12.24809662,714.5432185,31.49201854,0.378962167
13.15_728.5573m/z,728.5573,13.15,9808953.261,Accucore_C18_pos,2.3E+06,1.9E+07,2.4E+07,2.2E+06,1.3E+07,3.2E+07,2.0E+06,1.5E+07,2.0E+07,1.4E+06,7.3E+06,2.7E+07,3.2E+06,1.1E+07,1.4E+07,1.8E+06,9.0E+06,1.1E+07,1.4E+06,2.1E+07,1.7E+06,1.8E+07,2.9E+06,2.5E+07,1.9E+06,1.4E+07,4.4E+06,1.5E+07,1.1E+07,1.8E+07,1.4E+06,1.8E+06,2.7E+06,3.2E+06,6.8E+06,7.1E+06,7.1E+06,PE(18:1p/18:1)+H,(18:1p/18:1),PE,C41 H79 O7 N1 P1,13.13709135,728.5588685,44.96000082,0.861510429
10.87_724.5262m/z,724.5262,10.87,53518.43242,Accucore_C18_pos,1.7E+04,9.8E+05,1.2E+06,5.0E+04,7.2E+05,1.8E+06,1.9E+04,4.3E+05,7.5E+05,9.5E+03,2.0E+03,3.9E+04,5.7E+04,1.1E+05,1.5E+05,1.2E+04,1.6E+04,2.4E+04,4.1E+03,5.7E+05,1.2E+04,5.1E+05,4.9E+04,4.4E+05,4.5E+03,1.7E+04,1.9E+05,1.3E+05,2.3E+05,3.1E+04,8.3E+03,1.5E+04,5.8E+04,7.4E+04,1.4E+05,1.3E+05,1.5E+05,PE(18:1p/18:3)+H,(18:1p/18:3),PE,C41 H75 O7 N1 P1,10.861,724.5275685,21.15312067,0.771379409
14.16_742.5725m/z,742.5725,14.16,117982.2148,Accucore_C18_pos,6.3E+03,7.1E+05,8.6E+05,5.0E+03,4.4E+05,1.2E+06,2.7E+03,4.4E+05,6.3E+05,0.0E+00,8.6E+04,4.9E+05,6.2E+03,2.4E+05,2.8E+05,6.9E+02,1.5E+05,2.1E+05,6.2E+02,3.6E+05,0.0E+00,3.6E+05,0.0E+00,4.3E+05,2.3E+01,2.4E+05,6.4E+03,3.2E+05,6.4E+04,3.6E+05,0.0E+00,7.1E+02,1.6E+03,4.0E+03,1.3E+05,1.3E+05,1.3E+05,PE(18:1p/19:1)+H,(18:1p/19:1),PE,C42 H81 O7 N1 P1,14.11518205,742.5745185,8.215810904,1.080836436
15.23_756.5882m/z,756.5882,15.23,237941.8796,Accucore_C18_pos,2.8E+05,4.6E+05,5.1E+05,2.2E+05,2.7E+05,6.7E+05,1.9E+05,2.4E+05,3.5E+05,9.3E+04,1.3E+05,6.0E+05,2.9E+05,2.1E+05,2.4E+05,1.7E+05,1.3E+05,1.6E+05,6.2E+04,3.7E+05,1.1E+05,3.4E+05,2.2E+05,4.8E+05,8.7E+04,2.3E+05,2.6E+05,1.9E+05,6.7E+05,3.5E+05,9.2E+04,1.5E+05,2.8E+05,3.5E+05,1.8E+05,1.9E+05,1.8E+05,PE(18:1p/20:1)+H| PE(16:0p/22:2)+H| PE(18:2e/20:1)+H,(18:1p/20:1)| (16:0p/22:2)| (18:2e/20:1),PE| PE| PE,C43 H83 O7 N1 P1| C43 H83 O7 N1 P1| C43 H83 O7 N1 P1,15.2173978494775| 15.5897225574455| 15.2269893757388,756.59016847| 756.59016847| 756.59016847,31.4102936529596| 18.5277524863886| 12.6409784820114,1.59522954528359| 2.00776549856882| 1.78057363871313
15.60_756.5880m/z,756.5880,15.60,75409.97513,Accucore_C18_pos,2.1E+05,1.0E+05,1.1E+05,2.0E+05,4.0E+04,1.7E+05,1.7E+05,1.4E+04,3.7E+04,8.5E+04,0.0E+00,1.1E+03,2.3E+05,0.0E+00,7.0E+02,1.1E+05,0.0E+00,0.0E+00,5.7E+04,2.2E+04,9.7E+04,9.6E+03,1.6E+05,1.8E+04,7.6E+04,0.0E+00,2.7E+05,2.3E+03,4.7E+05,6.2E+02,7.5E+04,1.1E+05,2.1E+05,2.7E+05,6.0E+04,5.6E+04,6.0E+04,PE(18:1p/20:1)+H| PE(16:0p/22:2)+H| PE(18:2e/20:1)+H,(18:1p/20:1)| (16:0p/22:2)| (18:2e/20:1),PE| PE| PE,C43 H83 O7 N1 P1| C43 H83 O7 N1 P1| C43 H83 O7 N1 P1,15.2173978494775| 15.5897225574455| 15.2269893757388,756.59016847| 756.59016847| 756.59016847,31.4102936529596| 18.5277524863886| 12.6409784820114,1.59522954528359| 2.00776549856882| 1.78057363871313
13.61_754.5719m/z,754.5719,13.61,183670.6095,Accucore_C18_pos,1.7E+05,6.9E+05,8.3E+05,1.1E+05,4.6E+05,1.1E+06,9.3E+04,4.8E+05,6.7E+05,3.3E+04,1.5E+05,6.2E+05,1.5E+05,2.7E+05,3.1E+05,8.3E+04,1.4E+05,1.9E+05,8.1E+04,5.5E+05,8.7E+04,3.9E+05,1.7E+05,5.8E+05,5.8E+04,3.8E+05,1.6E+05,1.6E+05,3.8E+05,2.1E+05,6.3E+04,1.0E+05,1.5E+05,2.0E+05,1.7E+05,1.8E+05,1.9E+05,PE(18:1p/20:2)+H,(18:1p/20:2),PE,C43 H81 O7 N1 P1,13.61864679,754.5745185,35.68405428,0.821721455
13.82_754.5724m/z,754.5724,13.82,131605.9896,Accucore_C18_pos,1.5E+05,3.8E+05,5.0E+05,1.5E+05,2.3E+05,7.2E+05,1.4E+05,1.7E+05,2.8E+05,5.6E+04,5.5E+02,3.3E+04,2.3E+05,3.5E+04,5.7E+04,9.7E+04,3.1E+03,1.1E+04,7.4E+04,2.3E+05,1.0E+05,1.3E+05,1.9E+05,1.8E+05,5.6E+04,6.1E+02,2.6E+05,1.1E+04,5.3E+05,4.2E+03,8.7E+04,1.1E+05,1.9E+05,2.6E+05,9.8E+04,9.5E+04,1.0E+05,PE(18:1p/20:2)+H| PE(16:0p/22:3)+H,(18:1p/20:2)| (16:0p/22:3),PE| PE,C43 H81 O7 N1 P1| C43 H81 O7 N1 P1,13.6186467899285| 14.1385781321217,754.57451847| 754.57451847,35.6840542769823| 39.2794568563405,0.821721454798091| 1.36050345479809
