LipidIon,Class,FattyAcid,FA1,FA2,FA3,FA4,mScore,tScore,Mode,CalcMz,IonFormula,RT,Intensity,1O3_A,3O3_E,5O3_F,7O3_M,9O3_N,11O3_P,13O5_A,15O5_E,17O5_F,19O5_M,21O5_N,23O5_P,25O7_A,27O7_E,29O7_F,31O7_M,33O7_N,35O7_P,37O8_A,39O8_E,41O8_F,43O8_M,45O8_N,47O8_P,49PBS_1,51PBS_2,53PBS_3,55QC_1,57QC_2,59QC_3,61QC_4,63Y3_A,65Y3_E,67Y3_F,69Y3_M,71Y3_N,73Y3_P,75Y4_A,77Y4_E,79Y4_F,81Y4_M,83Y4_N,85Y4_P,87Y5_A,89Y5_E,91Y5_F,93Y5_M,95Y5_N,97Y5_P,99Y6_A,101Y6_E,103Y6_F,105Y6_M,107Y6_N,109Y6_P
PC(16:0e/22:6)+H,PC,(16:0e/22:6),(16:0e),(22:6),,,19.9,0.2,Accucore_C18_pos,792.5902,C46 H83 O7 N1 P1,10.32,1.3E+08,1.1E+08,7.7E+07,1.1E+08,9.7E+07,1.7E+08,1.0E+08,1.2E+08,1.1E+08,1.5E+08,1.4E+08,1.3E+08,1.3E+08,1.1E+08,1.1E+08,1.4E+08,1.5E+08,1.8E+08,1.2E+08,7.6E+07,6.1E+07,9.3E+07,8.7E+07,1.6E+08,8.0E+07,4.9E+04,9.5E+04,1.7E+04,1.3E+08,1.4E+08,5.3E+07,1.4E+08,1.4E+08,1.4E+08,1.5E+08,1.5E+08,2.1E+08,1.5E+08,1.5E+08,1.1E+08,1.5E+08,1.2E+08,2.1E+08,1.4E+08,1.5E+08,1.3E+08,1.3E+08,1.8E+08,1.9E+08,1.4E+08,1.2E+08,8.8E+07,1.4E+08,1.6E+08,1.8E+08,1.4E+08
PC(16:0e/22:6)+Na,PC,(16:0e/22:6),(16:0e),(22:6),,,24.2,0.2,Accucore_C18_pos,814.5721,C46 H82 O7 N1 P1 Na1,10.32,3.6E+07,2.5E+07,1.8E+07,3.4E+07,2.4E+07,5.4E+07,3.2E+07,3.4E+07,3.0E+07,4.0E+07,3.7E+07,3.7E+07,3.2E+07,2.7E+07,2.8E+07,3.5E+07,4.1E+07,4.7E+07,3.7E+07,2.1E+07,1.7E+07,2.5E+07,2.2E+07,4.9E+07,1.8E+07,0.0E+00,0.0E+00,0.0E+00,3.9E+07,3.5E+07,3.7E+07,3.7E+07,4.2E+07,3.9E+07,4.5E+07,4.2E+07,6.0E+07,4.5E+07,3.9E+07,2.8E+07,4.6E+07,3.1E+07,5.9E+07,3.6E+07,4.2E+07,3.3E+07,3.7E+07,5.6E+07,5.7E+07,3.6E+07,2.7E+07,2.5E+07,3.8E+07,4.8E+07,4.5E+07,3.2E+07
PC(16:0e/22:6)+HCOO,PC,(16:0e/22:6),(16:0e),(22:6),,,14.5,0.4,Accucore_C18_neg,836.5811,C47 H83 O9 N1 P1,10.32,1.5E+07,1.2E+07,9.5E+06,1.4E+07,1.2E+07,1.9E+07,1.3E+07,1.5E+07,1.3E+07,1.5E+07,1.5E+07,1.6E+07,1.3E+07,1.3E+07,1.2E+07,1.5E+07,1.8E+07,1.9E+07,1.5E+07,9.9E+06,9.1E+06,1.1E+07,1.1E+07,1.8E+07,1.1E+07,0.0E+00,0.0E+00,0.0E+00,1.5E+07,1.6E+07,1.5E+07,1.5E+07,1.6E+07,1.5E+07,1.5E+07,1.7E+07,2.0E+07,1.7E+07,1.5E+07,1.2E+07,1.4E+07,1.4E+07,1.8E+07,1.6E+07,1.7E+07,1.4E+07,1.3E+07,1.9E+07,1.8E+07,1.5E+07,1.4E+07,1.1E+07,1.4E+07,1.7E+07,1.8E+07,1.5E+07
PS(18:1/18:3)-H,PS,(18:1/18:3),(18:1),(18:3),,,12.3,0.8,Accucore_C18_neg,782.4978,C42 H73 O10 N1 P1,10.32,4.5E+06,4.1E+06,3.8E+06,4.4E+06,3.1E+06,8.0E+06,3.3E+06,3.4E+06,4.6E+06,5.3E+06,4.5E+06,4.9E+06,5.1E+06,4.3E+06,4.5E+06,5.4E+06,4.4E+06,5.6E+06,3.2E+06,3.0E+06,2.8E+06,4.1E+06,2.3E+06,3.0E+06,3.0E+06,0.0E+00,0.0E+00,0.0E+00,3.8E+06,5.5E+06,4.5E+06,5.0E+06,3.6E+06,5.3E+06,6.4E+06,4.7E+06,7.4E+06,5.0E+06,4.8E+06,4.4E+06,7.5E+06,3.5E+06,5.8E+06,4.9E+06,4.9E+06,5.3E+06,7.1E+06,4.8E+06,7.1E+06,5.3E+06,3.8E+06,3.7E+06,6.7E+06,3.7E+06,6.4E+06,4.1E+06
PS(16:0/16:0)-H,PS,(16:0/16:0),(16:0),(16:0),,,25.9,0.2,Accucore_C18_neg,734.4978,C38 H73 O10 N1 P1,10.32,7.4E+05,1.2E+05,7.2E+05,8.4E+05,1.2E+06,1.5E+06,5.1E+05,2.4E+05,6.8E+05,1.4E+06,1.3E+06,6.9E+05,4.6E+05,1.1E+06,1.1E+06,2.7E+05,1.2E+06,6.6E+05,5.9E+05,4.4E+05,8.2E+05,9.5E+05,1.5E+06,1.6E+06,4.3E+05,0.0E+00,0.0E+00,0.0E+00,8.0E+05,5.5E+05,7.2E+05,1.1E+06,4.9E+05,7.8E+05,6.4E+05,2.0E+06,8.2E+05,8.6E+05,8.5E+05,7.4E+05,7.5E+05,1.0E+06,5.8E+05,3.7E+05,3.4E+05,8.7E+05,5.5E+05,1.3E+06,5.8E+05,8.3E+05,4.8E+05,7.0E+05,8.1E+05,1.2E+06,7.5E+05,6.3E+05
PE(18:1e/22:6)+H,PE,(18:1e/22:6),(18:1e),(22:6),,,32.8,0.7,Accucore_C18_pos,776.5589,C45 H79 O7 N1 P1,10.32,1.1E+07,1.1E+07,5.7E+06,9.6E+06,5.3E+06,1.3E+07,1.3E+07,1.6E+07,1.2E+07,4.9E+06,1.3E+07,9.4E+06,1.6E+07,1.1E+07,9.8E+06,8.9E+06,1.1E+07,8.1E+06,1.4E+07,9.2E+06,1.8E+06,5.7E+06,1.9E+06,1.1E+07,7.7E+06,0.0E+00,0.0E+00,0.0E+00,1.4E+07,1.3E+07,1.3E+07,1.2E+07,2.2E+07,1.1E+07,1.3E+07,1.4E+07,1.4E+07,1.4E+07,1.3E+07,9.0E+06,1.7E+07,1.3E+07,1.3E+07,1.9E+07,2.0E+07,1.2E+07,7.8E+06,2.1E+07,1.6E+07,1.8E+07,9.9E+06,6.4E+06,8.4E+06,1.1E+07,1.0E+07,1.3E+07
PE(18:1e/22:6)-H,PE,(18:1e/22:6),(18:1e),(22:6),,,19.2,0.2,Accucore_C18_neg,774.5443,C45 H77 O7 N1 P1,10.32,5.5E+06,4.4E+06,2.0E+06,8.3E+06,3.0E+06,5.2E+06,9.1E+06,7.6E+06,5.5E+06,3.3E+06,5.6E+06,3.2E+06,7.8E+06,4.8E+06,7.4E+06,8.3E+06,4.6E+06,4.5E+06,7.7E+06,6.8E+06,2.9E+06,2.6E+06,2.0E+06,8.9E+06,3.1E+06,0.0E+00,0.0E+00,0.0E+00,5.9E+06,5.6E+06,5.6E+06,9.8E+06,8.9E+06,5.1E+06,1.0E+07,5.5E+06,3.2E+06,8.9E+06,7.0E+06,3.2E+06,1.3E+07,5.3E+06,5.8E+06,5.5E+06,1.4E+07,4.6E+06,3.8E+06,9.5E+06,5.9E+06,1.0E+07,5.9E+06,2.3E+06,3.0E+06,6.9E+06,3.8E+06,6.8E+06
PE(18:1e/22:6)+Na,PE,(18:1e/22:6),(18:1e),(22:6),,,13.7,0.6,Accucore_C18_pos,798.5408,C45 H78 O7 N1 P1 Na1,10.32,1.8E+06,1.5E+06,4.2E+05,1.9E+06,1.1E+06,1.8E+06,4.2E+06,1.1E+06,1.5E+06,1.5E+06,2.2E+06,1.8E+06,1.6E+06,4.4E+05,1.9E+06,2.2E+06,1.4E+06,1.9E+06,2.8E+06,2.0E+06,1.3E+06,8.2E+05,2.6E+05,2.2E+06,3.8E+05,0.0E+00,0.0E+00,0.0E+00,1.5E+06,2.0E+06,1.7E+06,2.0E+06,3.0E+06,1.9E+06,2.8E+06,1.8E+06,1.8E+06,1.5E+06,2.5E+06,1.8E+06,2.6E+06,1.8E+06,2.2E+06,1.2E+06,4.0E+06,2.0E+06,1.9E+06,3.8E+06,3.7E+06,3.8E+06,1.9E+06,1.0E+06,1.2E+05,2.0E+06,2.0E+06,2.9E+06
DG(16:2e/18:1)+H,DG,(16:2e/18:1),(16:2e),(18:1),,,3.4,0.8,Accucore_C18_pos,577.5190,C37 H69 O4,10.32,3.4E+07,2.7E+07,2.2E+07,3.8E+07,1.6E+07,6.2E+07,3.4E+07,3.5E+07,4.2E+07,3.7E+07,2.1E+07,3.7E+07,3.6E+07,2.1E+07,2.8E+07,3.9E+07,2.1E+07,3.3E+07,3.6E+07,2.5E+07,2.6E+07,2.4E+07,1.6E+07,4.6E+07,2.3E+07,0.0E+00,0.0E+00,0.0E+00,3.0E+07,3.0E+07,3.0E+07,3.4E+07,4.3E+07,3.6E+07,5.7E+07,2.7E+07,5.3E+07,2.7E+07,4.0E+07,2.5E+07,6.9E+07,2.6E+07,4.7E+07,3.4E+07,4.3E+07,3.9E+07,3.9E+07,4.9E+07,7.0E+07,3.9E+07,2.5E+07,2.3E+07,3.9E+07,4.3E+07,4.4E+07,3.3E+07
PC(16:1/18:2)+Na,PC,(16:1/18:2),(16:1),(18:2),,,27.0,0.8,Accucore_C18_pos,778.5357,C42 H78 O8 N1 P1 Na1,10.32,7.6E+06,4.3E+06,4.3E+06,4.4E+06,2.5E+06,9.8E+06,5.4E+06,9.1E+06,1.2E+07,3.8E+06,7.0E+06,7.8E+06,7.0E+06,4.2E+06,8.0E+06,5.2E+06,5.4E+06,6.8E+06,7.5E+06,3.3E+06,4.4E+06,1.5E+06,1.1E+06,6.7E+06,2.0E+06,0.0E+00,0.0E+00,0.0E+00,9.7E+06,9.2E+06,8.9E+06,8.8E+06,1.1E+07,1.3E+07,9.9E+06,8.2E+06,1.7E+07,8.0E+06,7.6E+06,9.3E+06,1.1E+07,5.9E+06,1.5E+07,8.7E+06,1.5E+07,1.7E+07,3.0E+06,1.7E+07,1.9E+07,1.2E+07,7.3E+06,9.6E+06,6.5E+06,1.1E+07,1.3E+07,7.6E+06
PC(16:1/20:5)+H,PC,(16:1/20:5),(16:1),(20:5),,,11.7,3.1,Accucore_C18_pos,778.5381,C44 H77 O8 N1 P1,10.32,7.6E+06,4.3E+06,4.3E+06,4.4E+06,2.5E+06,9.8E+06,5.4E+06,9.1E+06,1.2E+07,3.8E+06,7.0E+06,7.8E+06,7.0E+06,4.2E+06,8.0E+06,5.2E+06,5.4E+06,6.8E+06,7.5E+06,3.3E+06,4.4E+06,1.5E+06,1.1E+06,6.7E+06,2.0E+06,0.0E+00,0.0E+00,0.0E+00,9.7E+06,9.2E+06,8.9E+06,8.8E+06,1.1E+07,1.3E+07,9.9E+06,8.2E+06,1.7E+07,8.0E+06,7.6E+06,9.3E+06,1.1E+07,5.9E+06,1.5E+07,8.7E+06,1.5E+07,1.7E+07,3.0E+06,1.7E+07,1.9E+07,1.2E+07,7.3E+06,9.6E+06,6.5E+06,1.1E+07,1.3E+07,7.6E+06
PE(16:1/18:1)+H,PE,(16:1/18:1),(16:1),(18:1),,,35.3,0.2,Accucore_C18_pos,716.5225,C39 H75 O8 N1 P1,10.32,5.0E+06,4.4E+05,2.6E+06,1.4E+07,5.8E+06,3.2E+06,2.7E+06,4.0E+06,3.6E+06,8.2E+06,3.7E+06,6.1E+06,5.8E+06,3.7E+06,5.6E+06,8.0E+06,2.5E+06,7.1E+06,7.6E+06,3.8E+06,6.0E+06,4.8E+06,1.3E+06,3.0E+06,1.9E+06,1.6E+05,1.4E+05,4.4E+04,6.0E+06,7.9E+06,5.2E+06,5.0E+06,5.2E+06,4.9E+06,1.6E+07,3.9E+06,1.0E+07,2.9E+06,4.1E+06,7.6E+06,2.8E+07,4.6E+06,1.3E+07,3.1E+06,5.4E+06,1.0E+07,9.0E+06,9.6E+06,9.2E+06,5.8E+06,4.0E+06,4.4E+06,1.4E+07,3.8E+06,3.5E+05,7.0E+06
PE(16:1/18:1)-H,PE,(16:1/18:1),(16:1),(18:1),,,18.1,0.2,Accucore_C18_neg,714.5079,C39 H73 O8 N1 P1,10.32,2.1E+06,1.4E+06,2.1E+06,6.7E+06,1.7E+06,4.8E+06,1.7E+06,1.5E+06,3.2E+06,3.8E+06,3.6E+06,2.5E+06,2.6E+05,4.8E+05,5.7E+06,2.6E+06,1.9E+06,1.4E+06,2.1E+06,1.8E+06,9.7E+05,1.6E+06,9.5E+05,2.9E+06,3.1E+05,0.0E+00,0.0E+00,0.0E+00,4.2E+06,4.2E+06,2.3E+06,1.4E+06,3.2E+06,4.3E+06,6.8E+06,2.3E+06,2.0E+06,2.1E+06,2.0E+06,6.6E+06,1.0E+07,1.8E+06,1.4E+06,4.1E+06,3.6E+06,1.8E+06,2.4E+06,2.9E+06,1.6E+06,1.8E+06,3.3E+06,1.6E+06,6.4E+06,3.1E+06,3.8E+06,1.5E+06
PG(16:0/18:1)-H,PG,(16:0/18:1),(16:0),(18:1),,,25.7,0.2,Accucore_C18_neg,747.5182,C40 H76 O10 N0 P1,10.33,6.9E+06,5.5E+06,4.7E+06,8.1E+06,4.9E+06,9.5E+06,6.0E+06,6.4E+06,6.3E+06,9.6E+06,6.9E+06,7.5E+06,7.2E+06,6.2E+06,6.3E+06,9.7E+06,5.5E+06,9.8E+06,5.9E+06,4.6E+06,3.9E+06,5.9E+06,4.3E+06,7.7E+06,3.7E+06,0.0E+00,0.0E+00,0.0E+00,8.4E+06,8.1E+06,7.9E+06,7.6E+06,7.4E+06,8.0E+06,1.1E+07,6.7E+06,1.3E+07,7.8E+06,8.8E+06,6.3E+06,1.8E+06,5.1E+06,1.1E+07,7.8E+06,8.6E+06,8.1E+06,1.2E+07,9.3E+06,1.1E+07,3.3E+06,6.5E+06,6.0E+06,9.1E+06,6.5E+06,1.1E+07,6.2E+06
PC(16:1/22:6)+H,PC,(16:1/22:6),(16:1),(22:6),,,7.3,2.1,Accucore_C18_pos,804.5538,C46 H79 O8 N1 P1,10.33,7.8E+05,8.9E+05,8.1E+05,6.2E+05,5.9E+05,4.3E+06,1.0E+06,4.4E+06,4.5E+05,4.5E+05,3.3E+05,1.1E+06,1.8E+05,1.2E+06,9.5E+05,1.2E+06,1.9E+05,1.4E+06,7.0E+05,1.2E+06,1.8E+06,2.8E+06,4.6E+05,2.7E+05,6.4E+05,4.0E+05,5.7E+05,3.7E+04,5.2E+06,4.8E+05,3.9E+05,4.1E+06,1.1E+06,4.1E+05,4.4E+06,6.5E+05,4.6E+05,5.8E+05,5.5E+05,1.2E+06,1.3E+05,1.6E+05,4.6E+06,1.7E+06,1.5E+05,3.9E+06,1.7E+06,4.6E+06,3.3E+06,7.8E+05,4.0E+05,1.1E+05,6.8E+05,2.8E+06,7.4E+06,2.1E+06
PS(20:3/21:1)-H,PS,(20:3/21:1),(20:3),(21:1),,,5.5,3.1,Accucore_C18_neg,852.5760,C47 H83 O10 N1 P1,10.34,4.3E+06,3.1E+06,2.7E+06,1.6E+06,3.7E+06,5.0E+06,3.9E+06,4.2E+06,3.5E+06,2.6E+06,5.6E+06,3.9E+06,4.3E+06,3.7E+06,3.3E+06,2.6E+06,6.2E+06,5.3E+06,5.0E+06,2.5E+06,2.2E+06,1.4E+06,4.4E+06,4.6E+06,3.3E+06,0.0E+00,0.0E+00,0.0E+00,4.4E+06,5.0E+06,4.7E+06,4.8E+06,5.1E+06,4.2E+06,2.8E+06,7.1E+06,8.9E+06,6.0E+06,4.9E+06,3.4E+06,3.7E+06,5.9E+06,1.0E+07,6.2E+06,5.1E+06,4.6E+06,2.8E+06,7.9E+06,8.6E+06,5.9E+06,4.1E+06,3.8E+06,2.6E+06,6.5E+06,7.2E+06,5.3E+06
PS(18:0/20:4)+H,PS,(18:0/20:4),(18:0),(20:4),,,6.1,0.9,Accucore_C18_pos,812.5436,C44 H79 O10 N1 P1,10.34,1.4E+07,1.1E+07,1.2E+07,8.2E+06,1.2E+07,1.8E+07,9.7E+06,1.2E+07,1.8E+07,1.7E+07,2.0E+07,1.3E+07,1.6E+07,1.5E+07,1.5E+07,1.4E+07,1.7E+07,1.8E+07,1.1E+07,7.9E+06,7.3E+06,9.6E+06,8.8E+06,1.6E+07,9.8E+06,0.0E+00,0.0E+00,0.0E+00,1.5E+07,1.5E+07,1.4E+07,1.4E+07,1.2E+07,1.7E+07,1.2E+07,1.9E+07,2.1E+07,1.6E+07,1.6E+07,1.2E+07,1.6E+07,1.3E+07,2.0E+07,1.5E+07,1.3E+07,1.4E+07,1.3E+07,1.5E+07,1.6E+07,1.3E+07,9.6E+06,1.1E+07,1.2E+07,1.7E+07,1.8E+07,1.0E+07
PS(18:0/20:4)-H,PS,(18:0/20:4),(18:0),(20:4),,,48.6,0.3,Accucore_C18_neg,810.5291,C44 H77 O10 N1 P1,10.34,7.9E+06,6.7E+06,6.2E+06,5.8E+06,6.8E+06,1.1E+07,5.8E+06,6.2E+06,9.4E+06,7.8E+06,9.6E+06,8.5E+06,9.5E+06,8.0E+06,7.4E+06,7.9E+06,9.6E+06,9.7E+06,6.1E+06,5.3E+06,4.9E+06,4.9E+06,6.2E+06,9.2E+06,5.0E+06,0.0E+00,0.0E+00,0.0E+00,8.2E+06,8.5E+06,8.1E+06,8.1E+06,5.8E+06,8.9E+06,7.1E+06,8.3E+06,1.1E+07,8.4E+06,8.5E+06,7.9E+06,9.1E+06,8.0E+06,9.0E+06,8.1E+06,6.5E+06,8.8E+06,7.8E+06,9.7E+06,1.0E+07,8.5E+06,6.1E+06,6.1E+06,7.1E+06,7.7E+06,9.3E+06,6.6E+06
PS(18:0/20:4)+Na,PS,(18:0/20:4),(18:0),(20:4),,,3.7,0.8,Accucore_C18_pos,834.5256,C44 H78 O10 N1 P1 Na1,10.34,1.5E+06,1.3E+06,1.3E+06,1.5E+06,1.2E+06,2.5E+06,1.2E+06,1.5E+06,2.4E+06,1.6E+06,2.5E+06,2.2E+06,3.3E+06,1.3E+06,2.7E+06,1.4E+06,2.0E+06,1.1E+06,1.5E+06,1.5E+06,1.4E+06,1.0E+06,9.8E+05,2.7E+06,1.1E+06,0.0E+00,0.0E+00,0.0E+00,2.3E+06,2.3E+06,2.1E+06,1.4E+06,1.4E+06,1.7E+06,2.4E+06,2.2E+06,1.8E+06,1.5E+06,1.6E+06,2.0E+06,3.1E+06,1.3E+06,3.3E+06,2.3E+06,1.3E+06,2.5E+06,1.4E+06,2.3E+06,2.9E+06,1.2E+06,7.0E+05,9.7E+05,1.1E+06,1.8E+06,3.5E+06,7.2E+05
PE(17:1/20:3)+H,PE,(17:1/20:3),(17:1),(20:3),,,22.8,0.4,Accucore_C18_pos,754.5381,C42 H77 O8 N1 P1,10.34,1.8E+07,5.2E+05,6.2E+06,2.6E+06,6.2E+06,2.4E+07,1.3E+07,3.0E+07,3.1E+07,2.0E+07,2.7E+07,2.6E+07,2.3E+07,7.3E+06,1.8E+07,1.7E+07,1.8E+07,2.3E+07,7.0E+06,4.9E+06,1.1E+07,1.6E+06,3.1E+06,2.2E+07,2.5E+06,0.0E+00,0.0E+00,0.0E+00,3.1E+07,2.9E+07,3.0E+07,1.2E+07,2.0E+07,3.6E+07,3.1E+07,2.5E+07,5.2E+07,1.5E+07,2.4E+07,3.2E+07,4.6E+07,8.4E+06,6.0E+07,1.7E+07,3.1E+07,4.5E+07,1.7E+07,5.4E+07,7.3E+07,7.2E+06,8.9E+06,1.2E+07,2.3E+07,1.8E+07,4.3E+07,6.1E+06
PE(17:1/20:3)-H,PE,(17:1/20:3),(17:1),(20:3),,,8.6,0.1,Accucore_C18_neg,752.5236,C42 H75 O8 N1 P1,10.34,8.8E+06,4.5E+06,4.6E+06,6.4E+06,2.9E+06,1.5E+07,6.7E+06,1.4E+07,1.6E+07,7.1E+06,9.3E+06,1.1E+07,8.8E+06,4.3E+06,8.4E+06,7.0E+06,6.2E+06,8.8E+06,8.0E+06,3.2E+06,3.4E+06,2.0E+06,1.9E+06,8.7E+06,1.9E+06,0.0E+00,0.0E+00,0.0E+00,1.1E+07,1.1E+07,1.1E+07,1.1E+07,1.4E+07,1.4E+07,1.7E+07,1.0E+07,3.3E+07,9.6E+06,8.3E+06,1.0E+07,1.9E+07,5.7E+06,2.3E+07,8.8E+06,1.7E+07,1.6E+07,9.8E+06,2.3E+07,3.3E+07,1.2E+07,6.7E+06,7.8E+06,9.1E+06,1.4E+07,1.9E+07,8.7E+06
PE(17:1/20:3)+Na,PE,(17:1/20:3),(17:1),(20:3),,,52.4,0.4,Accucore_C18_pos,776.5201,C42 H76 O8 N1 P1 Na1,10.34,2.5E+06,1.1E+06,1.3E+06,1.7E+06,5.9E+05,3.4E+06,1.9E+06,3.3E+06,4.3E+06,1.7E+06,3.0E+06,3.7E+06,2.6E+06,1.1E+06,2.4E+06,1.2E+06,1.3E+06,2.6E+06,2.4E+06,6.8E+05,7.7E+05,2.4E+05,2.5E+05,1.8E+06,1.6E+05,0.0E+00,0.0E+00,0.0E+00,3.2E+06,4.1E+06,2.7E+06,2.9E+06,3.7E+06,3.5E+06,5.0E+06,2.5E+06,9.1E+06,2.4E+06,1.8E+06,3.0E+06,6.1E+06,1.6E+06,8.2E+06,2.4E+06,4.1E+06,5.2E+06,2.2E+06,7.3E+06,1.2E+07,3.6E+06,1.7E+06,2.2E+06,3.0E+06,3.6E+06,5.4E+06,3.3E+06
DG(16:2e/15:0)+H,DG,(16:2e/15:0),(16:2e),(15:0),,,3.3,1.9,Accucore_C18_pos,537.4877,C34 H65 O4,10.34,1.4E+06,1.8E+05,4.0E+05,4.7E+05,8.3E+05,6.5E+05,8.9E+05,3.6E+05,9.9E+05,2.5E+06,1.7E+06,4.2E+06,1.9E+06,1.1E+06,1.4E+05,1.5E+06,1.7E+06,9.2E+06,9.4E+05,3.2E+05,1.7E+05,3.1E+05,5.9E+05,1.9E+06,5.6E+05,0.0E+00,0.0E+00,0.0E+00,2.0E+06,2.2E+06,2.3E+06,2.0E+06,1.8E+06,2.6E+06,1.4E+06,1.0E+06,1.6E+06,2.5E+06,1.7E+06,7.5E+05,2.4E+06,4.1E+05,1.8E+07,5.8E+05,6.6E+05,1.6E+06,2.5E+06,2.8E+06,2.4E+06,4.0E+06,1.8E+06,6.9E+04,4.5E+06,1.2E+06,3.9E+06,7.2E+05
PC(16:1/18:3)+H,PC,(16:1/18:3),(16:1),(18:3),,,22.8,2.2,Accucore_C18_pos,754.5381,C42 H77 O8 N1 P1,10.34,2.1E+07,8.2E+06,6.2E+06,2.6E+06,6.2E+06,2.4E+07,1.6E+07,3.6E+07,3.1E+07,2.4E+07,2.7E+07,3.5E+07,2.2E+07,7.3E+06,1.8E+07,2.1E+07,2.1E+07,2.3E+07,7.0E+06,4.9E+06,1.6E+07,1.6E+06,4.6E+06,2.2E+07,2.5E+06,0.0E+00,0.0E+00,0.0E+00,3.1E+07,3.6E+07,3.5E+07,7.9E+06,2.0E+07,3.0E+07,3.1E+07,2.5E+07,8.6E+07,1.9E+07,2.8E+07,3.2E+07,4.6E+07,8.4E+06,7.2E+07,1.7E+07,4.6E+07,4.5E+07,2.1E+07,5.4E+07,7.3E+07,7.2E+06,8.9E+06,1.2E+07,2.3E+07,1.8E+07,4.3E+07,6.1E+06
PS(20:2e/20:4)-H,PS,(20:2e/20:4),(20:2e),(20:4),,,4.8,0.7,Accucore_C18_neg,820.5498,C46 H79 O9 N1 P1,10.35,6.3E+05,1.1E+05,1.8E+06,3.2E+04,2.3E+06,0.0E+00,3.2E+04,6.2E+04,4.4E+04,1.6E+06,7.8E+05,6.3E+05,5.8E+05,1.0E+06,7.5E+05,1.4E+05,1.4E+06,1.4E+06,6.3E+04,2.7E+04,0.0E+00,1.2E+06,2.6E+06,4.0E+04,1.3E+06,0.0E+00,0.0E+00,0.0E+00,5.7E+05,7.9E+04,1.3E+06,1.5E+06,5.3E+04,1.4E+06,6.6E+04,2.8E+06,1.7E+06,3.2E+06,1.7E+06,9.5E+05,0.0E+00,6.3E+05,2.0E+06,6.3E+05,0.0E+00,9.2E+05,1.6E+06,4.6E+04,3.5E+04,5.0E+05,1.2E+05,2.2E+06,1.2E+06,5.3E+04,1.6E+06,1.0E+06
PC(16:0/14:0)+H,PC,(16:0/14:0),(16:0),(14:0),,,19.9,1.2,Accucore_C18_pos,706.5381,C38 H77 O8 N1 P1,10.35,6.4E+05,9.5E+04,1.2E+05,1.9E+05,9.7E+04,1.5E+05,2.1E+04,4.2E+05,2.3E+05,4.1E+05,4.1E+05,6.7E+05,9.5E+05,2.2E+05,6.7E+05,4.0E+05,6.9E+05,5.0E+05,4.6E+05,7.1E+05,2.2E+05,3.5E+05,1.8E+05,1.5E+05,3.2E+05,0.0E+00,0.0E+00,0.0E+00,2.4E+06,2.5E+06,6.4E+05,1.8E+06,2.0E+06,2.3E+06,4.7E+06,4.6E+05,4.4E+05,1.1E+06,1.5E+06,8.0E+05,7.9E+06,2.0E+06,8.4E+06,2.9E+06,8.9E+05,3.2E+06,4.2E+06,3.8E+06,8.6E+06,5.9E+05,1.7E+06,4.3E+05,2.4E+06,1.1E+06,7.1E+06,5.7E+05
PA(16:0/16:0)-H,PA,(16:0/16:0),(16:0),(16:0),,,8.3,0.5,Accucore_C18_neg,647.4657,C35 H68 O8 N0 P1,10.35,7.0E+05,1.6E+05,2.9E+05,6.9E+05,5.2E+05,5.0E+05,5.2E+05,2.2E+05,7.3E+05,1.5E+06,8.3E+05,2.4E+06,1.0E+06,6.5E+05,1.5E+05,7.9E+05,9.9E+05,4.5E+06,5.4E+05,1.1E+05,1.7E+05,1.5E+05,4.4E+05,1.3E+06,4.5E+05,0.0E+00,0.0E+00,0.0E+00,1.1E+06,1.3E+06,1.1E+06,1.1E+06,9.4E+05,1.2E+06,7.0E+05,7.3E+05,6.4E+05,1.3E+06,9.1E+05,5.3E+05,1.1E+06,1.5E+05,9.2E+06,5.5E+05,3.9E+05,6.5E+05,1.4E+06,1.5E+06,1.0E+06,2.3E+06,9.5E+05,1.3E+05,2.5E+06,5.6E+05,2.0E+06,6.7E+05
PC(16:0/22:5)+H,PC,(16:0/22:5),(16:0),(22:5),,,19.5,0.2,Accucore_C18_pos,808.5851,C46 H83 O8 N1 P1,10.36,3.5E+07,2.6E+07,1.9E+07,1.6E+07,2.8E+07,3.5E+07,2.9E+07,3.6E+07,2.5E+07,2.3E+07,4.3E+07,3.2E+07,3.7E+07,2.9E+07,2.9E+07,2.2E+07,4.6E+07,4.5E+07,3.8E+07,2.1E+07,1.8E+07,1.4E+07,2.9E+07,3.3E+07,2.6E+07,0.0E+00,0.0E+00,0.0E+00,3.9E+07,3.9E+07,3.9E+07,3.4E+07,3.9E+07,3.7E+07,2.5E+07,5.1E+07,8.3E+07,4.9E+07,4.3E+07,3.6E+07,3.0E+07,4.5E+07,1.0E+08,5.1E+07,4.1E+07,3.9E+07,2.2E+07,6.6E+07,7.4E+07,4.6E+07,3.5E+07,3.1E+07,2.3E+07,5.4E+07,6.4E+07,4.5E+07
